book_isbn,book_title,book_image,book_author,book_translator,book_category,book_publisher,book_summary,create_time,update_time
9787508646244,向前一步,https://img1.doubanio.com/view/subject/l/public/s28001517.jpg,谢丽尔•桑德伯格,,励志,中信出版社,本书连续7周稳居畅销榜总榜首位！超过8周长踞《纽约时报》非虚构类畅销书排行榜首位！作为全球非常成功的女性之一，Facebook首席运营官谢丽尔·桑德伯格在书中深刻剖析了男女不平等现象的根本原因，解开了女性成功的密码！她认为，女性之所以没有勇气跻身领导层，不敢放开脚步追求自己的梦想，更多是出于内在的恐惧与不自信。她在书中鼓励所有女性，要大胆地“往桌前坐”，主动参与对话与讨论，说出自己的想法。她还为女性提出了如下成功密码，激励女性勇于接受挑战，满怀热情地追求自己的人生目标。向前一步，勇敢进取通常女性在总会在无意识中妨碍自己的发展、降低对自己的期望值，甚至很容易就放弃工作，放弃获得更大成就的可能性。与男性相比，女性在职场中的态度仍然不够积极、不够进取。平衡工作与生活伴侣的支持非常重要。那种认为女性只有抛开家庭才能达到事业顶端的说法其实并不成立...,2021-12-24 22:20:43,2021-12-24 22:20:43
9787115549464,心：稻盛和夫的一生嘱托（皮面便携口袋版）,https://img1.doubanio.com/view/subject/l/public/s33735419.jpg,[日]稻盛和夫,曹寓刚,励志,人民邮电出版社,	日本唯一在世的经营之圣稻盛和夫最重要的作品，筹备十年，一生经验教训和复盘思考的集大成之作。划下重点，郑重嘱托。稻盛先生将这本书视作自己一生最重要的悟“道”，没有道的承载，再好的方法也无法充分发挥作用。	“一生事，心上磨”，稻盛和夫先生用《心》为我们提供了人生幸福和企业持续发展的知行样板。如何才能从人生谷底爬起，如何不被困难打败……从小时候，到求学时代，到工作初期，到创业，到事业发展、家庭平衡，稻盛和夫先生做了详尽坦诚的交流，披露迎来命运转机的关键。	稻盛和夫先生告诉我们，人生在世，每个人不仅可以幸福，而且有责任让自己幸福，这本书就是打开幸福人生的洞见。人生的一切都是自己内心的投射，一切始于心，终于心。想要幸福，就要有一颗能带来幸福的心。	如何才能成功？如何才能持续成功？如何不因成功沾沾自喜而导致最后的崩盘？稻盛和夫先生以不亚于任何人的...,2021-12-24 22:20:50,2021-12-24 22:20:50
9787220109461,奔跑的查理,https://img9.doubanio.com/view/subject/l/public/s29896425.jpg,[美]查理·恩格,林贤聪,励志,四川人民出版社,跑步，让我找到某些东西，也让我丢弃某些东西。这是一本记录世界著名长跑运动员查理•恩格成长经历的励志小说。查理•恩格的一生都在奔跑。他从马拉松开始，接着是超长马拉松。三十五英里，五十英里，甚至数百英里，深入地球的不毛之地。他用自己的双脚，开辟了属于自己的人生之路。跑步让他戒掉了持续十年的可卡因毒瘾，并让他在接下来的二十二年保持了清醒。不仅拯救了他的生命，而且给了他新的生活。,2021-12-24 22:20:57,2021-12-24 22:20:57
9787559613301,生活教会我,https://img2.doubanio.com/view/subject/l/public/s29904053.jpg,[美]埃莉诺·罗斯福,唐磬,励志,北京联合出版公司,《生活教会我》首次出版于1960年，是埃莉诺·罗斯福生命最后岁月里所写的一本书。这是一本关于个人探索和改变生活的富于启发性的手册，也是一个阅历丰富的祖母告诉我们生活智慧的书，给人以信心、力量和勇气。人生最大的经验，以她七十六岁的年纪，她说是“经验人生到极限”。这本书给了我们很多具体的建议，比如怎样利用时间，怎样克服恐惧，如何使自己对他人有用，如何调整自我，怎样做一个独立的个体，怎样跟人交往时让他人表现出最好的那一面，怎样负责任，怎样参与社会做出改变，让自己和他人过上更好的生活等等。“你从生活中学到了什么，来帮助你解决各种难题？”这位美国人心目中真正的第一夫人在本书中给出了答案。这是一个女儿、妻子、母亲、祖母宝贵的人生经验，在任何时代都会引发共鸣。,2021-12-24 22:21:05,2021-12-24 22:21:05
9789867184634,大東京玩具箱(01),https://img1.doubanio.com/view/subject/l/public/s3352439.jpg,UME,李德洋,励志,原動力亞細亞,一位畢業後面試工作老是碰壁的女孩走向最後一次的面試機會，不然就要回鄉下了滿懷著對製作電玩，想當遊戲企劃的熱情下她來到一個看來殘破不堪的小型電玩遊戲製作公司應徵可是長得像流氓的遊戲製作人看到她發現他要找的是畫原畫的傢伙，並不是要找遊戲企劃這樣的錯誤讓他十分苦惱，不好意思回絕這熱情的女生在眾人的反對下，這個有著傳奇稱號的製作人「太陽」做出了一個決定～「妳先來試用三個月！」從此之後，這個看來笨拙卻充滿夢想的女孩將和這家和小蟲一樣一捏就死的小電玩公司展開一波波充滿歡笑和熱淚的故事在世界電玩之都～東京，有多少遊戲公司在這裡拼搏著而過去背負著傳奇的製作人「太陽」將帶領著各有特色的夥伴們，做出最棒的遊戲軟體，發出太陽一樣的光芒！,2021-12-24 22:21:11,2021-12-24 22:21:11
9787512601345,我忍无可忍的青春,https://img1.doubanio.com/view/subject/l/public/s6202409.jpg,君婷,,励志,团结出版社,《我忍无可忍的青春》是你所见过最刻薄、最逗乐的全新“脱口秀文字”。首度用“80+90后”自己最爱听的语言，以同龄人的身份第一次代言时下年轻人苦闷、厌烦和迷茫的情绪，写绝了一群人不得不忍耐的“炼狱生活”和“纠结+拧吧”的人生现状，并用犀利爆笑的语言，为读者带去最强烈的情感共鸣，和诚恳的安慰、力量与淡定。,2021-12-24 22:21:19,2021-12-24 22:21:19
9787307188129,我敢活成自己想要的样子,https://img1.doubanio.com/view/subject/l/public/s29214139.jpg,谢园,,励志,武汉大学出版社,√《我敢活成自己想要的样子》写给所有女人。只要你勇敢，迷茫、孤独、怅惘终会离你而去；只要你勇敢，终会邂逅独一无二的自己；只要你勇敢，这世上一切的美好，终会为你而留。√每个女人都应该读读这本书。暖心人气作者谢园，用尽全部心思，只为了告诉姑娘们：做一个勇敢的女子，强大不强势，独立不攀附、美好不将就，温柔却有力量，以优雅的姿态过自己想要的生活。√每个女人都能变得更美、活得更好。面对不安的世界、面对繁杂的生活、面对奋不顾身的爱情：所有的一切为自己而做，好好爱自己，用最大的诚意去对待一切，用甘之如饴的心态去面对，生活会回馈给你安宁的快乐。你可以活成最好的样子！√装帧精美，16页美轮美奂的彩插。向读者介绍作者曾生活过的那个美丽且神秘的小岛——根西岛，这本书也是在这个岛上完成的。生活是自己的，所有的一切为自己而做，用最大的诚意去对待生活，用甘...,2021-12-24 22:21:26,2021-12-24 22:21:26
9787515358666,敢行动，梦想才生动：梦想清单训练手册,https://img9.doubanio.com/view/subject/l/public/s33540306.jpg,李婉萍,,励志,中国青年出版社,很多人谈梦想，却很少人说清了实现梦想的方法。《敢行动，梦想才生动：梦想清单训练手册》是百万青年学习型社群行动派联合创始人、梦想清单理论体系发明者、梦想清单首席讲师李婉萍的首部作品，沉淀了行动派5年来带领300w+青年实践经验总结，从寻梦、圆梦、造梦3个层面为你提供系统的个人成长规划方案，让你提高学习效能，掌握有效达成目标的行动方法，学习用高价值感的方式与人链接，加速梦想实现。这套可落地的梦想清单实操指南，内含各种丰富有趣的小工具，教你在日常生活中践行自己的“梦想清单”，做一个在工作和生活中的“行动派”！,2021-12-24 22:21:32,2021-12-24 22:21:32
9787508022321,汪洋中的一条船,https://img1.doubanio.com/view/subject/l/public/s2565798.jpg,郑丰喜,,励志,华夏出版社,追（大陆版序言）自序我的家世祖父与我被我折磨的人我的父亲爬的开始老人与猴子流浪（上）流流（下）屋漏更遭连夜雨继续流浪贫病交迫二伯妈死了坎坷之路得救寂寞的开始不再嚎哭了捡田螺和蔼的老人水车捉青蛙伟大的月亮雨与鸭子五哥病倒了祸不单行养鸭不家可爱的猫咪养鸭女得意忘形河中鱼捡鸭蛋水中偷生过新年报应五哥失踪了挨打我又孤独了捡地瓜捉金龟子台风难忘的往事爬向学校学车前后……,2021-12-24 22:21:39,2021-12-24 22:21:39
9787544223171,一个被称作它的孩子,https://img9.doubanio.com/view/subject/l/public/s1086774.jpg,[美国]戴夫·佩尔泽,孚韦,励志,南海出版公司,　　本书是戴夫·佩尔泽的自传体三部曲中的第一部，讲述的是作者4岁到12岁在黑暗的日子里挣扎求存的故事。那时，生活中有一个巨大的黑洞一再试图吞没这个孤独的弱小者。然而，无法被征服的内心给了他生存的动力，作者最后终于战胜了远比自己强大百倍的对手。 正如《心灵鸡汤》合著者杰克·坎菲尔所说：“戴夫·佩尔泽并没有过分渲染他所经历过的生命受到威胁的重重困境，而是着重描写他永不屈服的决心和意志，而这正是鼓舞我们,2021-12-24 22:21:47,2021-12-24 22:21:47
